Energy(MeV),Theta(deg),Phi(deg)
0,149.719,122.294
0,113.205,36.8363
0,121.51,-27.546
0.326212,159.622,-84.2846
0,72.6758,-79.2449
0,119.766,-110.097
0,119.801,19.9248
0.0337003,116.502,69.4279
4.63945,90.7611,32.2411
0,75.8075,70.7466
0,138.309,-47.6495
0,122.264,-128.063
0.0598755,100.058,-133.887
0,86.7007,-35.7343
0,44.8641,158.766
0.1118,139.052,-165.783
7.9192,92.1122,174.129
0,130.719,-115.646
0.228049,109.383,-171.681
0,165.824,-102.923
0.0940232,63.4358,-174.48
11.1781,127.909,41.3237
0,138.959,-31.2678
0.242765,152.521,124.865
0,89.0245,-91.0237
0,139.762,135.574
0.140348,86.9606,-126.723
0,121.679,170.681
0,165.454,49.1989
0,130.15,-6.01326
0.0174805,125.219,-140.708
0,123.293,-53.1192
0.224368,39.811,-62.1697
0,31.7276,40.5579
0,118.11,-131.54
0.0884349,85.8535,35.9524
0,90.879,-15.4537
0,136.512,86.2071
0.149046,15.2006,99.2217
0,134.033,-118.943
0.0251009,54.999,167.183
0,121.059,-56.4623
0.816211,84.5549,-26.737
0,157.185,-6.232
0,75.8911,117.513
0,126.535,162.983
0,74.8815,-82.2692
0.163647,62.866,-70.5281
0,54.8104,-100.364
0.160634,133.766,-3.92241
0,126.742,114.696
0,96.1072,-178.174
0,88.2748,-99.9119
0,152.778,-66.4581
0,51.4372,164.468
0,55.2675,87.7936
0,157.744,-25.9217
0.00178731,123.161,54.7749
0,160.412,-44.4544
0.902149,79.3963,3.5713
0,115.036,-102.21
0,36.8479,130.702
0,62.6364,-161.478
0,68.252,-129.901
0.192143,101.997,131.325
0.823267,58.3989,-157.082
0.958923,59.6434,-81.8192
1.66285,108.022,-139.13
0,49.7938,-55.7843
0,7.98409,157.859
0.297062,96.8508,-166.299
49.3709,64.6017,-111.313
61.3309,45.4453,107.812
0,49.6748,44.3771
0,129.459,72.8398
0,60.5093,109.895
0,71.5921,-112.913
0.113344,139.703,-76.4368
0,91.4654,-172.477
0.207124,2.92004,-146.732
0,30.8573,20.6333
0,17.2009,82.1438
0,71.0513,37.7226
0,101.805,120.995
0,72.9994,-62.8949
0,136.563,-57.0806
0,93.5883,112.788
0,95.4174,-147.892
0,84.2306,-179.932
0,59.6398,21.1103
0.0758883,94.0341,157.269
0,76.8247,-129.8
0.131652,156.328,-80.1064
0,66.6917,-171.052
0,85.3019,-175.238
0,125.5,-24.8693
0,12.3013,70.8164
0.0967215,108.634,-148.482
0,135.551,-10.4493
0.315032,137.814,92.842
1.54291,117.76,-172.536
0,97.6611,-168.861
0,98.5077,-57.3705
0.136763,64.8927,-141.422
1.95339,83.0094,179.452
0,86.798,106.327
0,150.539,140.345
0.22291,97.8736,112.713
0,120.101,-77.6585
0.37362,112.034,-142.854
150.805,44.6464,-117.117
0,115.17,-113.722
0.16669,167.585,-31.2884
0.195008,81.2637,-28.3404
1.04228,69.3849,-114.584
1.78782,151.731,-61.9274
0,48.4408,-170.953
0,112.399,-132.112
0.0889466,21.227,102.89
32.0819,136.787,-122.973
0,70.6167,-99.087
0,153.777,115.523
0,98.2852,-117.936
1.19336,66.0079,165.472
0,43.0407,14.4657
2.55858,59.8264,-30.6302
0,79.0616,-175.403
0,116.736,-106.588
0.536003,103.167,-26.8828
0,140.438,82.6782
0.764877,153.073,-32.1889
0,76.2694,64.3577
0,59.8098,58.3156
0,75.0158,117.685
0.0792427,81.3894,-41.7573
0,150.379,-26.1076
0,46.2753,165.05
0.2024,96.5979,74.4517
0,109.003,-7.43777
0.108061,110.351,35.6947
0,68.1557,-162.465
0.14091,100.919,-52.8144
0,51.3825,-77.9625
0,105.83,125.575
0,162.274,11.7229
0,109.807,-66.7828
0,60.2194,-103.392
0,65.7553,50.842
0.19136,98.167,-123.591
0,135.252,89.2227
0.212276,97.3731,-163.785
0,110.566,-2.66812
0.47279,94.483,15.6903
0,12.094,-52.7986
0.0830922,95.6935,130.815
0,114.866,-64.5851
0,63.1108,65.0947
0.0341447,146.899,129.201
0,133.888,-174.56
0.30922,146.926,-130.841
0,56.8669,92.2771
0.984607,138.695,79.5399
4.10203,70.9121,35.7522
0,57.5083,-149.371
0.119961,139.096,-75.9791
0,125.334,-140.033
0,70.7376,95.1642
0,92.2466,118.143
0,126.279,-64.7734
0,84.2033,-12.0433
0,112.441,30.9604
0.10583,41.7475,-164.337
0.943157,118.487,-33.3523
0,127.939,-76.6773
0,135.408,23.3697
0,78.5213,-160.919
0,113.144,-95.0127
0,6.6466,-56.537
0,70.2534,45.8316
0,36.2406,-15.6602
0.0385812,99.3101,-66.9845
0.945093,106.112,33.8146
0,60.1254,-108.934
0,59.3331,-104.351
0.0659623,75.0626,78.3486
1.51764,56.6331,-59.7312
0,61.0262,-8.80895
0.909548,102.55,-80.3477
0,151.719,-90.0815
0,130.169,-147.678
0,112.546,-76.0289
0.00975871,147.104,-119.326
0,142.474,-169.084
0.770888,88.5131,-22.7556
0,146.402,-178.964
0,108.682,-179.299
0,88.9051,-141.277
0,139.301,60.502
0.0996004,61.7819,119.234
0,28.0252,-33.0455
0.151797,118.199,-88.1695
0,110.943,-89.9351
0,35.3017,10.5591
0,88.5064,30.8968
0.456241,99.393,-146.129
0,147.316,-46.6246
0,78.8681,43.6776
0,114.361,-156.889
0.0386939,114.901,-43.7561
0,78.4963,51.3264
0.184404,104.561,-22.5687
0,55.1189,148.051
0,108.142,-83.7871
0.383124,75.8862,-16.027
0,106.595,-150.5
0.388631,138.298,-112.993
0,135.005,-19.8393
0,119.136,177.425
0,58.946,115.392
0.0152212,59.9619,102.755
0,41.1878,-106.122
0.151637,51.6267,4.26334
0,62.5021,109.83
0,79.9317,-74.9766
0.122521,80.5706,-61.4319
0,4.00319,176.521
0,68.2434,-78.3338
0.137678,91.7206,58.6613
5.20706,113.519,-40.278
33.5017,87.5299,98.9275
0,109.706,28.6581
0.175259,60.5873,-15.5845
0,84.196,-122.759
0,47.4777,-173.882
0.0888569,100.322,69.6543
0,25.3304,147.862
0,117.536,133.938
0.085937,138.062,-123.32
1.02481,92.1492,39.7217
0,165.106,163.199
0.103156,100.593,-75.5453
0,152.022,9.14564
0,169.652,113.804
0.0599086,57.2837,81.7051
2.5542,128.477,13.2756
0,135.766,0.825535
0.213727,113.5,-3.90268
0,12.1793,34.2536
0,73.9872,-11.7122
0.194162,86.4253,-68.789
0,81.2367,-56.1099
0.160045,104.33,-31.241
0,49.4297,153.496
0.0940078,43.0143,-100.762
0,93.1755,120.612
0.0644912,148.035,-96.0749
0,113.858,102.946
0,82.551,97.795
0.0515105,148.844,158.146
0,53.7409,-161.304
0.197655,109.844,-68.0252
2.93701,32.5891,-21.6389
0,76.0513,73.4126
0.446931,109.724,-47.8775
4.58967,144.385,5.9853
0,169.788,-103.272
0,133.636,161.889
0.233026,85.1757,-38.011
0,148.615,143.509
0.119785,49.8975,-44.5847
18.1387,96.9386,-104.744
0.542059,73.485,-16.4083
0,137.432,-34.9167
0.12289,60.2035,-10.0944
0,164.657,17.5861
0.333224,43.4719,167.403
0,146.884,-10.2859
0,65.9354,-114.77
0,16.1914,-68.2929
0.0639698,112.149,-110.917
0,112.938,-128.647
0,68.5895,-101.131
0.166885,106.97,108.214
0,89.808,96.3176
0.151374,155.154,-93.2772
0,137.383,-177.303
0,112.373,-18.6131
0,103.145,-113.475
0,56.3117,-114.192
0,121.414,169.66
0,100.265,94.2242
0.387611,101.253,51.9387
0,86.487,-160.746
0,96.0245,-58.017
0,143.732,109.94
0.0694356,45.7068,-73.8525
68.4892,89.977,-67.4463
0,23.9499,-162.589
0.0999508,88.5159,-2.8027
0,109.721,-54.7282
0.077906,66.5692,170.544
0,81.9943,-37.1933
0.797543,129.242,-27.2639
0,81.2557,-143.573
0,43.3561,41.9098
0,56.4537,131.111
0,137.347,50.8457
0,86.4942,-39.865
0.178472,102.077,-57.7766
0,17.1642,-168.953
0.212127,85.849,149.061
0,43.9569,-148.714
0.410762,61.1513,139.72
0,118.458,148.245
0.0903525,113.446,-164.89
3.37097,101.594,62.8139
0,115.749,-126.722
0,62.7517,-151.486
0,122.486,-12.1329
0,112.225,-65.0128
0.055142,136.553,38.4273
0,66.9253,-158.583
0.579315,111.907,156.74
2.32919,120.168,105.438
0,74.3035,52.9924
0.113111,40.3672,-78.4058
0,101.521,-91.0775
0,135.895,71.5842
0,41.0321,90.6602
0,39.6911,174.174
0,81.9019,-104.371
0,55.863,76.6158
0.0784332,90.2811,110.257
3.09054,76.3553,62.3313
0,91.5966,-129.792
0.286952,120.477,98.9899
22.8796,104.228,157.826
0,99.3498,-177.59
0.507559,119.795,97.7171
0.928485,66.7853,119.764
3.49276,50.3382,108.495
139.287,52.0852,-130.113
1.06199,34.8797,107.471
1.34155,72.1602,66.9233
0,111.393,126.162
0,16.1057,-39.2305
0,80.9439,80.4475
0.142096,98.3282,-23.8624
1.52577,118.563,-169.545
0,125.246,106.875
0,147.454,92.625
0.462702,137.089,-19.768
2.10607,82.8836,-114.034
2.89647,128.593,47.0479
3.20922,89.3956,29.9862
0,103.843,153.403
0,9.41972,-136.89
0.0873967,69.9392,-154.298
0,135.901,-53.2506
0,127.396,-72.3104
0,25.7541,-140.303
0.0893934,119.788,142.956
4.12293,89.0102,130.032
0,56.0888,28.99
0.276906,84.0321,-133.602
0,30.7835,-85.3864
0,48.6619,-172.412
0,141.213,-0.375689
0,98.5675,-47.5707
0,154.293,-175.68
0,103.974,-83.7976
0.0752967,141.468,-49.767
0,25.8199,79.1899
0,65.0738,-41.6392
0.428955,86.5108,27.1345
0,45.5295,27.9495
0,82.1093,86.6338
0,28.2513,-10.1687
0,47.6234,120.651
0,131.992,-88.9824
0,149.928,-144.032
0.0945757,115.812,-137.898
0,67.423,114.566
0.104189,109.888,121.228
0,135.498,-85.5521
1.06574,142.131,94.9317
0,94.8128,-99.1851
0,146.874,-89.5606
0,89.0899,-55.8212
0.09993,87.2627,121.136
0,96.5436,79.8679
0.137796,45.6635,161.081
0,30.7158,15.6374
0,91.7012,-113.072
0.170841,76.1504,-145.49
0,132.157,-63.5828
0,64.8777,-74.6245
0.0758037,87.0381,-127.579
2.36232,26.3367,-34.9015
0,26.3031,94.6089
0,63.2858,-50.5853
0,110.802,143.048
0.0688475,73.1711,-79.0224
0,173.851,-11.4354
0.217975,44.6519,92.1556
2.39102,143.499,150.943
0,152.873,-13.4864
0,79.4732,-87.6422
0.383832,96.2626,-126.084
0,83.2818,122.226
0,43.4542,-175.423
0,64.3955,-65.9664
0,105.166,155.782
0,154.481,-83.025
0,80.9923,104.427
0,93.6371,130.044
0,79.5303,-163.761
0.116205,137.11,137.637
0,98.0543,77.7572
0,13.5425,7.85528
1.10333,50.1275,-130.613
0,155.788,158.492
0,20.72,-82.8321
0,30.5523,-157.045
0,71.9255,-37.5836
0,54.7669,60.5523
0.0511364,70.9655,66.0755
0,132.112,77.145
0.0651837,98.145,-103.335
0,157.726,-161.398
0,125.714,126.946
0,130.862,-14.4334
0.101864,102.636,-99.8865
0,134.707,-113.209
0.0935011,152.047,-74.5626
0,101.452,-75.5755
0.0812305,110.032,60.3925
0,68.6596,-17.6756
0.248277,79.0194,-40.9754
1.15087,128.166,-28.3518
0,124.314,162.661
0,43.6094,-70.9402
0.196645,75.0916,-91.862
0,54.5923,65.0797
0,51.8455,-128.297
0.0925126,147.753,176.607
0,54.7071,91.4476
0.328608,127.257,-101.992
0,89.1513,-136.426
0.759206,145.461,139.764
0,71.9792,-79.4149
1.66334,86.5021,-17.3819
0,48.4874,-113.696
0.958574,130.321,144.021
0,94.0315,-97.4701
0,89.8474,-173.91
0.10539,127.779,-109.14
0,138.373,-160.051
0,4.80903,-0.453353
0.108095,133.907,87.1174
5.03754,127.407,91.001
0,51.5713,108.582
2.07696,173.054,117.526
0,78.671,117.542
0,109.382,-140.351
0.0421111,97.4109,-57.774
0,90.618,-163.311
2.77589,167.466,-111.113
0,39.9485,32.5047
0,38.4817,-38.1823
0.0535965,113.176,40.6797
0,41.6131,-23.3022
0,110.264,-134.118
0,83.4133,-15.6695
0,45.38,36.61
0,120.076,-154.766
0,63.5221,2.90365
0,47.2461,-16.8452
0,83.6876,100.755
0.458429,115.591,20.5953
0,55.2504,-82.6695
0.141985,95.2404,-32.1147
0,71.1486,149.618
0,19.7339,119.721
0.0959487,137.732,-44.8412
0,64.5462,30.0486
0,63.2946,52.2302
0,77.6384,-146.517
0,79.0825,-143.678
0.66168,106.717,-68.7042
0,65.5023,139.494
0.0682307,151.953,-70.1608
0,74.158,-157.947
0,86.9538,-124.4
0,104.279,140.284
0.270836,24.5622,152.096
0,137.013,-175.989
0,124.705,65.3548
0,51.9981,152.996
0.0252952,72.7094,70.9323
0,88.8132,28.3257
0,63.182,162.161
0,157.095,-9.06381
78.7265,105.388,169.002
91.0775,46.814,147.869
0,135.729,-74.0768
0.729098,120.66,-151.807
0,62.4443,-86.5236
0.160882,52.4848,-74.54
0,152.052,70.2743
0.220413,137.508,-117.592
0,89.1536,-1.37307
0,75.0356,-86.6927
0.0956126,140.505,-179.593
0,98.0819,-121.451
0,70.9386,-16.392
0.0893062,90.7818,-104.238
0,42.6803,-35.1796
0,108.331,170.324
0.161187,57.1185,-163.261
2.68794,138.731,-167.258
0,32.8925,157.129
0,118.209,-81.9458
0,139.656,-100.762
0,99.5177,115.035
0,63.5367,45.6567
0,77.2805,56.0341
0,95.4417,-153.832
0,98.0102,-77.5838
0.115985,75.9193,-61.0322
0,54.0906,-76.9012
0.0876624,146.768,-21.0624
7.41866,168.069,111.961
0,120.627,-88.035
0.936791,102.063,145.073
0,85.4357,-100.474
0.0196474,89.1847,-126.443
0,91.055,-15.1969
0.102356,35.0924,-158.41
0,70.0027,48.5433
0,43.7036,-137.577
0.0286245,142.253,-118.443
0,41.1399,60.2975
0.144313,59.7322,120.63
0,76.6082,78.0135
0,101.724,146.677
0.144429,113.494,-166.91
0,101.803,54.2999
0,90.7838,57.8521
0.140796,118.992,173.324
0.535899,82.1138,119.724
0.674871,124.343,-175.584
0,37.4196,156.186
0.172193,147.783,86.6115
0,44.6648,-28.5236
0,143.023,81.6476
0,112.827,-171.813
0.00283832,121.746,81.9806
42.0548,100.357,170.843
0,8.58102,154.484
0.0664368,23.3326,-13.5053
0,112.014,-179.881
0,82.1114,-65.2741
0.0228376,63.3719,-136.72
0,157.887,-157.912
0,35.5999,20.2579
0,149.437,-72.795
0.14846,53.1562,110.747
0,8.75571,-93.9244
0.2565,76.5594,93.0701
0,164.034,86.587
0,34.3128,-70.4069
0.0482448,105.353,-143.506
0,53.0374,64.0295
0,114.378,-59.518
0,114.722,-174.928
0.21867,141.7,-114.004
0,34.369,133.282
0,87.2374,78.9271
0.118781,143.009,-55.2812
0,7.87376,105.949
0,98.1226,-8.50797
0,123.218,179.473
0,72.9197,171.582
0,33.4157,10.8348
0,58.1496,-49.841
0.0520301,77.7102,-103.92
1.271,92.9354,-176.993
50.0581,65.3087,-138.006
0,40.3989,-1.13315
0,51.0218,-38.4764
0.312171,33.1187,5.25652
0,62.4925,-115.817
0.510404,90.467,-114.727
0,70.9127,133.54
0,12.9883,6.30707
0,92.5879,-71.3858
0,166.452,14.0051
0,44.4506,155.935
0,82.6959,178.607
0.0349896,98.5417,-145.604
0,35.6539,5.16997
0,92.8421,-45.6673
0,119.25,-71.1313
0,38.7621,-84.1316
0.0129005,66.1525,-136.447
0,132.284,56.2941
0,76.2678,58.7296
0,63.0897,43.3022
0,153.842,-21.1353
0.0857476,88.6219,-41.7569
0,38.8932,-47.3776
0,82.6619,-26.3958
0.0732003,20.3957,20.6217
0,32.9689,82.5288
0,151.558,43.0437
0.0412506,126.339,83.496
0,42.8776,77.8725
0.0928966,54.1309,42.5943
0,54.3942,21.9253
0.415742,113.538,106.017
2.76537,77.8979,159.538
0,85.5857,-21.0504
0,89.6313,129.135
0,90.9467,70.4295
0.035956,99.024,89.501
0,67.0176,53.9326
0.957569,92.4156,-104.991
0,31.0639,-161.203
0.423087,75.1331,-113.164
0,37.0015,51.6494
0.358144,66.5895,-179.939
0,127.126,-135.067
0,42.2256,2.09426
0,32.9642,56.0182
0,105.744,-98.0379
0,145.636,-91.4746
0,126.254,-145.788
0.489406,104.544,15.7806
0,32.9991,-173.43
0,66.2422,42.2908
0.0752366,114.54,-117.905
0,83.3763,160.734
0.220839,81.6401,85.4642
0.806643,108.415,75.5101
2.1493,94.0127,160.757
2.17063,118.181,87.5258
0,102.256,-93.7042
0,120.077,176.028
0.0922476,128.369,-94.5211
0,97.8197,-58.5023
0.0621053,118.042,-62.7786
0,59.3793,79.7177
0,24.983,67.2413
0,48.7493,-120.18
0,132.235,-0.0390619
0,75.0828,105.777
0.0767023,77.9152,-121.876
0,151.855,-61.5909
0,92.9837,131.218
0.0900736,121.931,-95.3571
0,116.6,-174.857
0.209313,65.0272,170.879
0,121.365,163.717
0,82.743,-62.2028
0.0340391,76.95,-114.158
0,28.722,-134.021
0,69.0122,44.9222
0,135.386,22.1036
0,72.7169,-78.2188
0,112.584,133.572
0,108.039,98.3129
0,89.9977,-111.979
0.116315,100.763,57.5494
0,92.8986,-24.8126
0,15.4948,-25.8829
0.147789,96.3621,30.9346
0,55.9202,24.3733
0.887895,99.4418,-49.8535
0,64.9939,-153.857
0,77.331,-133.256
0.103586,90.7881,-152.846
1.53704,83.4313,-117.209
1.82188,68.1744,110.28
0,82.2733,133.045
0,72.55,-47.0738
0,55.629,176.258
0.0717251,118.75,49.4296
0,57.188,35.8314
0,146.35,5.70934
0,93.0715,88.7999
0,78.9548,85.8415
0.08543,71.5477,104.169
0,124.499,69.1606
0.440044,105.929,-73.4521
0,32.7379,-151.647
0,114.063,-92.0352
0.041005,81.9926,-102.331
0,114.079,-179.245
0,109.033,107.477
0,37.394,-129.562
0,41.3087,38.1222
0.804972,145.136,59.6411
0,163.769,-24.5628
0,71.8288,-162.536
0,60.8366,143.122
0,101.191,-101.844
0.0584762,146.723,-27.3642
0.543183,93.6758,162.797
0,104.499,38.457
0,133.87,-36.328
0.0335571,130.602,-126.743
0,130.144,91.6181
0,135.213,24.9367
0.059413,100.08,9.06562
0,128.928,-87.4996
0,106.991,-114.738
0,170.67,65.6135
1.75982,97.2684,-16.4358
0,51.3587,-153.293
0,126.476,152.08
0.0357896,65.4237,-47.3387
0,97.2335,-122.482
0,51.4544,54.8588
0,160.003,92.8004
0.0264973,71.0267,-9.98062
0,81.1403,-151.797
0,27.3403,154.902
0,98.8189,-97.7345
0.140828,87.8111,-120.913
0,98.4434,-13.8031
0,79,-173.572
0.186123,69.0456,-34.9366
0,54.9657,-148.595
0,43.5202,-130.924
0.0330806,75.6839,152.358
0,123.293,-11.3532
0.972477,75.9446,21.4471
0,34.3093,-109.223
0,132.705,133.299
0.149982,101.737,-135.918
0,48.1031,-110.638
0,100.947,-154.472
0.0496884,74.0041,-153.309
0,136.709,93.5698
0.238321,76.0826,19.0876
0,74.0812,-50.5597
0,40.3501,158.438
0.0192074,150.127,54.3631
0,49.5407,-149.214
0,118.4,-142.725
0,12.3597,71.9798
0,80.4575,12.7229
0.167772,126.734,-144.3
0,103.98,-9.51048
0.889221,115.29,50.2763
1.3734,121.935,-17.6181
0,163.634,60.2862
0,110.614,-53.6135
0.334706,96.9889,-56.4316
41.5577,63.8226,-9.2862
0,21.2567,84.1881
0,134.829,164.075
0.184804,101.787,77.6336
0,116.162,-106.26
0,74.4878,-65.9972
0.268458,98.09,164.001
0,51.9396,0.713853
0.233272,64.0087,13.9403
0,138.105,150.806
0.333264,125.246,101.438
0,113.025,103.785
0,37.2152,-86.2157
0.370382,78.9831,149.284
0,90.9464,118.01
0,109.904,-76.3756
0.0703323,105.591,64.6218
2.04952,149.644,130.518
0,75.5357,-52.5558
0,73.7735,-105.934
0.0676989,54.3016,159.798
0,125.549,-95.3872
0,116.527,152.378
0,141.12,141.991
0.0270289,73.042,29.2076
0,67.5214,135.296
0.155843,91.4488,-170.072
0,71.6869,174.95
0,24.1761,-46.213
0.223655,95.1973,101.281
0,50.5794,160.423
0.0905533,83.3517,87.3305
0.275848,108.588,153.591
0.860074,120.84,172.944
0,103.423,-41.1632
0,56.1633,117.223
0.0925768,142.517,29.8573
94.0729,23.4665,150.755
0,122.196,13.3874
0,27.1741,47.089
0,91.0237,-69.7672
0,64.4878,-177.16
0,71.7958,133.049
0,61.1932,60.2655
0,111.927,-73.5534
0.043344,61.3091,-33.9375
0,74.1024,-75.0297
0,143.146,78.1244
0,102.492,-122.101
0,34.2766,-44.5771
0,144.589,159.42
0.0514366,62.2526,-51.4182
0,70.9805,-17.9154
0.0911646,61.0732,-45.1735
0,141.692,104.789
0.0958613,126.394,28.0941
0,44.1294,-113.804
0,21.7659,125.417
0.102117,122.548,-82.3442
0,84.6451,-116.334
0.790213,120.529,-14.5374
0,120.839,-123.323
0,66.9729,159.817
0.0945313,101.884,104.57
0,116.823,48.6047
0,106.637,100.349
0.1039,49.352,135.78
0,90.2376,31.5022
0,139.409,94.0676
0.160316,50.7682,-28.666
0,66.805,24.4471
0,126.853,163.229
0,89.9096,67.2745
0.112677,120.175,111.491
28.0778,111.124,-93.5559
0,67.6531,132.992
0,17.9425,-50.5781
0.160444,31.1498,-138.807
0,94.3067,47.617
0,56.3961,-78.3677
0,100.903,75.3279
0,64.5716,45.3123
0,64.1741,68.5309
0.316127,118.787,152.519
0,25.842,-108.231
0.342185,95.1854,174.822
56.1458,27.2554,39.6461
0.0779704,118.945,-97.0554
0.0901781,64.4395,172.892
0.151113,63.6865,-170.899
0,21.2394,-28.9472
0.0811844,85.1566,-95.4023
0,33.3174,-108.106
0,12.5448,30.6475
0.065082,92.4115,68.0775
0,120.343,127.455
0,107.186,153.556
0.0474649,85.1651,-138.554
0,118.195,78.4756
0,37.8486,156.189
0.186736,120.689,-137.775
0,74.1359,117.37
0,118.708,-22.399
0,51.4889,-148.591
0,61.3824,-56.8274
0.584571,78.7336,-90.9097
0,38.8321,-86.8039
0,11.3796,101.122
0.0488543,111.272,43.2608
0,150.702,111.189
0,133.581,33.6067
0,39.7275,-88.1397
0.303676,123.264,177.038
0,56.9059,-76.2708
0,98.2786,24.2679
0,130.338,-110.553
0,132.611,107.045
0,100.474,28.0677
0,122.733,-109.972
0,142.194,-166.657
0.146966,68.6675,13.0392
0,77.0519,-5.86187
0,88.1346,-57.8987
0,51.3321,-3.11359
0.0550543,66.858,-14.9096
0,129.302,-43.999
0,34.4417,-172.733
0.0870417,114.751,21.9584
0,131.752,-122.38
0.126857,93.994,79.4704
0,107.231,77.5034
0.242419,70.6168,102.646
0,53.7749,-161.404
0.0658323,43.6558,-150.923
0.401774,64.1445,166.459
0,120.132,-131.602
0,154.342,127.16
0.0728536,50.4982,-147.688
0,107.352,-93.442
0,120.045,144.957
0,87.0489,89.3719
2.61149,120.944,-152.376
0,35.3756,-53.6402
0.630084,81.1255,31.3393
0,85.2268,-159.044
0.314429,80.7126,-101.708
0,160.126,22.1263
0.321621,85.4491,-32.9246
0,48.4751,27.5012
0,91.7105,168.64
0,64.0199,51.7884
0,98.6191,-35.9889
0.194041,91.275,-54.1432
0,85.0578,142.964
0,91.7898,136.483
0,80.2354,-134.67
0,79.0824,-4.84126
13.9148,160.599,-29.6356
0.331662,78.4953,141.467
0,64.6545,-58.7467
0.592108,87.3945,-59.2828
0,100.152,-167.306
0.410754,39.0481,-166.447
0,60.4234,176.694
0,74.2335,39.946
0,59.0049,-135.657
0,82.7783,-119.268
0,47.8121,-165.762
0.127866,67.9776,-128.067
0.11695,136.238,138.912
0.879328,126.116,22.0952
0,97.3294,-138.482
0,48.1898,30.8431
0.117508,142.178,-107.842
1.43593,125.713,-10.8186
0,150.956,93.0209
0,132.856,-164.135
0,91.2887,-26.5359
0,63.991,38.2616
0.26388,135.686,-25.4023
1.91736,144.528,-14.1967
0,62.7101,-45.6077
0.80062,121.797,121.97
2.62782,142.612,112.417
0,55.3788,-146.817
0,99.8222,-18.2209
0,120.155,72.2227
0.0165777,124.017,-147.293
0,126.842,-43.0883
0.156078,144.006,-149.369
3.9719,143.9,36.124
0,76.055,42.2299
0.159449,132.371,-38.2203
7.19387,109.548,81.8289
7.61335,138.184,94.5919
7.73204,43.8353,138.204
8.53278,102.617,83.7771
0,44.8033,-80.8977
0,59.8389,-169.492
2.50839,58.5741,-173.038
10.7726,101.064,112.726
0,86.7337,-105.03
0.22153,100.888,-167.881
0,52.0763,-10.9272
0.107193,133.568,-40.6328
0,34.4684,-70.2662
0.81019,101.651,7.75758
0,74.5827,-174.945
0.1501,72.1281,-87.8696
16.5054,118.523,-119.409
0,26.4101,167.932
0,160.273,91.9168
0,85.405,65.4708
0.0749217,56.6318,-36.6251
0,72.3599,69.1085
0,124.314,144.147
0,166.865,-30.0015
0,80.4098,104.611
0,61.4706,60.8417
0,46.7095,-170.086
0,31.1913,-50.8164
0,144.41,131.56
0.0267693,101.236,-89.4314
0,18.4127,-25.054
0.327695,146.554,-12.3614
0,56.6988,44.2067
0,87.0705,59.9875
0,142.954,-148.053
0,84.1945,-129.559
0,40.5358,169.657
0.436748,121.927,-19.602
122.113,34.8831,-129.554
132.202,122.438,131.183
0,133.486,-135.113
0,117.723,108.204
0.019536,111.67,-101.282
0.94979,128.252,115.612
2.35268,78.6396,-6.96433
0,94.4205,112.62
0,78.1842,90.8223
0.0620478,164.996,-151.852
2.46524,138.873,118.696
0,29.7615,-2.2084
0.544424,88.7241,-72.1413
0,87.8101,-159.571
0.0879121,56.6587,-18.6875
3.52149,138.275,148.508
0,38.369,-98.8887
0,97.2943,64.8664
0.282553,52.2147,79.1371
0,45.7815,9.54078
0,127.958,11.0799
0.537627,109.994,52.1034
0,168.204,87.0809
0.633934,155.728,103.404
0,160.676,124.213
0,100.515,-103.766
1.32292,145.433,-135.178
0,30.4131,53.5395
0.010597,21.6454,-55.0086
0,98.885,-35.1401
0,118.579,-81.526
0.0954774,105.289,-47.5091
0,58.1701,143.818
0.206705,91.8393,115.419
0.769046,62.8381,106.193
0,65.1953,165.578
0,106.767,-57.0365
0,127.863,173.651
0.391804,86.8004,141.757
0,47.2199,-148.988
0,45.4953,154.672
0.37103,119.959,-52.2862
0,105.91,13.5998
0.40248,114.371,-123.336
0,140.477,-34.1012
0.537607,106.466,-59.9434
0,80.7619,-104.468
0.573499,157.951,15.3479
0,55.5631,23.7156
0,117.713,154.319
0.235657,93.9711,134.452
0,82.7975,70.6139
0,64.7607,120.061
0,66.2763,-128.848
0,131.07,98.7949
5.05028,98.5691,-29.887
0,106.095,133.477
0.0840638,87.4192,-59.7878
0,34.8918,-145.959
0,57.9173,23.1138
0,99.4175,19.5395
0,149.897,73.2855
0,135.102,-3.56359
0.48138,151.235,-27.3451
